Population,Locality,Municipality,County,Latitude,Longitude,X-Sweref99TM,Y-Sweref99TM
666,"Igelstorp",Skövde,Västra Götaland,58.3992,13.9758,440137.98,6473614.15
666,"Påryd",Kalmar,Kalmar,56.5649,15.9247,556828.05,6269340.89
666,"Silverdalen",Hultsfred,Kalmar,57.5406,15.7524,545042.61,6377810.07
664,"Håbo-Tibble kyrkby",Upplands-Bro,Stockholm,59.5771,17.6777,651231.65,6607365.69
660,"Lotorp",Finspång,Östergötland,58.7367,15.823,547640.74,6511025.23
659,"Floda / Dala-Floda",Gagnef,Dalarna,60.504,14.7896,488441.02,6707557.17
658,"Bergshamra",Norrtälje,Stockholm,59.629,18.6262,704456.66,6615684.07
657,"Sköldinge",Katrineholm,Södermanland,59.0293,16.4555,583545.81,6544219.83
654,"Vinberg",Falkenberg,Halland,56.9497,12.5455,350713.67,6314466.8
654,"Piperskärr",Västervik,Kalmar,57.7789,16.6334,597137.84,6405265.1
654,"Öbonäs",Norrköping,Östergötland,58.5437,16.1872,569108.09,6489859.39
653,"Skällinge",Varberg,Halland,57.1818,12.4686,346993.31,6340459.26
652,"Bergvik",Söderhamn,Gävleborg,61.252,16.8276,598054.01,6792224.05
651,"Väring",Skövde,Västra Götaland,58.5027,13.9712,440045.86,6485134.44
651,"Högsjö",Vingåker,Södermanland,59.0258,15.6681,538356.32,6543111.16
650,"Undersåker",Åre,Jämtland,63.3182,13.2347,411564.83,7022263.07
650,"Hökerum",Ulricehamn,Västra Götaland,57.8413,13.2826,398046.35,6412332.77
647,"Idre",Älvdalen,Dalarna,61.8609,12.7247,380302.72,6860779.97
647,"Björnömalmen och Klacknäset",Värmdö,Stockholm,59.2225,18.5209,700917.13,6570137.88
646,"Måttsund",Luleå,Norrbotten,65.538,21.9125,818891.83,7285951.09
646,"Nittsjö, Sätra och Backa",Rättvik,Dalarna,60.9217,15.0908,504922.09,6754073.42
645,"Månkarbo",Tierp,Uppsala,60.2282,17.4634,636434.45,6679372.94
644,"Hällekis",Götene,Västra Götaland,58.6291,13.4368,409231.15,6499816.13
643,"Lanesund och Överby",Uddevalla,Västra Götaland,58.3437,11.7038,307080.13,6471704.74
643,"Vissefjärda",Emmaboda,Kalmar,56.537,15.5811,535737.93,6265994.76
643,"Vrena",Nyköping,Södermanland,58.8612,16.6996,598029.53,6525842.83
641,"Skyttorp",Uppsala,Uppsala,60.0794,17.7348,652148.69,6663399.27
638,"Saxdalen",Ludvika,Dalarna,60.1526,14.9709,498383.26,6668410.04
637,"Grundsund",Lysekil,Västra Götaland,58.2167,11.4242,289976.96,6458412.09
636,"Jörn",Skellefteå,Västerbotten,65.0561,20.036,736786.14,7224146.1
636,"Kovikshamn och Åkerhög",Kungälv,Västra Götaland,57.8376,11.708,304581.21,6415385.3
636,"Öxeryd",Lerum,Västra Götaland,57.7339,12.2726,337616.66,6402353.16
631,"Hoting",Strömsund,Jämtland,64.1147,16.2082,558852.22,7110355.77
631,"Sågmyra",Falun,Dalarna,60.7126,15.2956,516133.65,6730809.14
631,"Frändefors",Vänersborg,Västra Götaland,58.4967,12.2771,341315.44,6487224.78
631,"Killeberg",Osby,Skåne,56.4744,14.0949,444245.15,6259248.29
631,"Hällaryd",Karlshamn,Blekinge,56.2044,14.9455,496621.55,6228829.48
630,"Björke",Gävle,Gävleborg,60.7658,17.1901,619309.78,6738690.23
630,"Ammenäs",Uddevalla,Västra Götaland,58.3113,11.8195,313679.99,6467773
628,"Löderup",Ystad,Skåne,55.4363,14.1132,443893.37,6143702.93
628,"Graversfors",Norrköping,Östergötland,58.6915,16.1485,566573.98,6506267.08
628,"Jönåker",Nyköping,Södermanland,58.744,16.7257,599875.95,6512832.9
628,"Krägga",Håbo,Uppsala,59.6113,17.391,634905.3,6610550.56
626,"Kurland",Trelleborg,Skåne,55.3769,13.0863,378744.46,6138395.61
625,"Forsby",Gävle,Gävleborg,60.7128,17.1426,616914.72,6732706.37
623,"Vuollerim",Jokkmokk,Norrbotten,66.4308,20.6188,750434.86,7379201.96
622,"Vemdalen",Härjedalen,Jämtland,62.4504,13.8605,441201.94,6924870.78
621,"Fotö",Öckerö,Västra Götaland,57.67,11.6582,300705.08,6396881.15
620,"Hillared",Svenljunga,Västra Götaland,57.6271,13.16,390119.01,6388685.87
619,"Lerbäckshult och Tullstorp",Ängelholm,Skåne,56.3322,12.9793,375063.55,6244887.92
614,"Otterbäcken",Gullspång,Västra Götaland,58.9477,14.0441,445000.8,6534618.55
614,"Olsfors",Bollebygd,Västra Götaland,57.6916,12.6971,362723.74,6396712.61
612,"Ruda",Högsby,Kalmar,57.11,16.1148,567518.29,6330182.3
611,"Domsten",Helsingborg,Skåne,56.1191,12.6074,351252.29,6221918.93
610,"Hällberga",Eskilstuna,Södermanland,59.3197,16.5989,590999.57,6576746.97
609,"Risögrund",Kalix,Norrbotten,65.8107,23.2453,876129.24,7323558.16
608,"Lugnås",Mariestad,Västra Götaland,58.6508,13.6995,424529.11,6501901.97
607,"Enånger",Hudiksvall,Gävleborg,61.5462,17.0025,606431.37,6825260.4
607,"Åsarp",Falköping,Västra Götaland,58.0234,13.5639,415172.09,6432218.11
606,"Ringarum",Valdemarsvik,Östergötland,58.3347,16.4458,584657.94,6466888.71
605,"Bensbyn",Luleå,Norrbotten,65.6414,22.241,832667.13,7299123.71
605,"Forssjö",Katrineholm,Södermanland,58.9554,16.2905,574234.59,6535801.88
602,"Sunnansjö",Ludvika,Dalarna,60.2151,14.9612,497849.87,6675372.25
601,"Grimslöv",Alvesta,Kronoberg,56.7375,14.5413,471938.88,6288262.25
601,"Vittinge",Heby,Uppsala,59.9027,17.0597,615209.02,6642361.84
599,"Klagstorp",Trelleborg,Skåne,55.3924,13.3459,395230.91,6139701.05
599,"Långvik",Värmdö,Stockholm,59.2394,18.512,700307.95,6571988.11
597,"Vegby",Ulricehamn,Västra Götaland,57.6763,13.3709,402843.55,6393835.51
597,"Gällstad",Ulricehamn,Västra Götaland,57.6693,13.425,406053.89,6392983.38
597,"Järlåsa",Uppsala,Uppsala,59.8853,17.2009,623171.3,6640684.77
596,"Innertavle",Umeå,Västerbotten,63.8119,20.3991,765613.83,7087292.26
594,"Västra Karup",Båstad,Skåne,56.4062,12.7331,360121.46,6253597.97
594,"Ekerö sommarstad",Ekerö,Stockholm,59.2768,17.7397,656109.92,6574079.98
593,"Lucksta",Sundsvall,Västernorrland,62.299,17.0508,606346.91,6909179.21
592,"Fredriksberg",Ludvika,Dalarna,60.1398,14.3804,465588.36,6667139.44
592,"Uddeholm",Hagfors,Värmland,60.0232,13.6201,423089.38,6654799.53
591,"Vallargärdet",Karlstad,Värmland,59.4691,13.5631,418577.3,6593168.57
591,"Edsbro",Norrtälje,Stockholm,59.8914,18.4925,695383.39,6644470.67
590,"Ånäset",Robertsfors,Västerbotten,64.276,21.0458,792451.98,7141693.08
590,"Hälsö",Öckerö,Västra Götaland,57.7362,11.6532,300766.2,6404258.49
590,"Rörvik",Sävsjö,Jönköping,57.2377,14.5779,474519.53,6343929.42
589,"Harmånger",Nordanstig,Gävleborg,61.9293,17.2207,616565.07,6868294.23
589,"Rättarboda",Upplands-Bro,Stockholm,59.5016,17.6106,647771.01,6598808.26
588,"Rolfstorp",Varberg,Halland,57.1462,12.4507,345762.76,6336540.77
586,"Jävre",Piteå,Norrbotten,65.1535,21.4908,803904.73,7241200.6
586,"Sandhult",Borås,Västra Götaland,57.7722,12.8211,370401.5,6405430.68
585,"Stugun",Ragunda,Jämtland,63.169,15.6057,530501.14,7004557.47
585,"Hasslarp",Helsingborg,Skåne,56.1341,12.8126,364063.32,6223158.59
584,"Långås",Falkenberg,Halland,56.9774,12.4502,345034.73,6317764.87
584,"Gängletorp",Karlskrona,Blekinge,56.1686,15.7375,545793.89,6225085.65
583,"Tallåsen",Ljusdal,Gävleborg,61.8629,16.0156,553431.11,6859327.8
581,"Löwenströmska lasarettet",Upplands Väsby,Stockholm,59.5417,17.9161,664860.51,6603986.88
580,"Rydbo",Österåker,Stockholm,59.4615,18.1873,680618.46,6595768.71
579,"Ödeborg",Färgelanda,Västra Götaland,58.5445,11.9747,323935.6,6493298.6
579,"Grödby",Nynäshamn,Stockholm,59.0526,17.8732,664790.35,6549455.92
579,"Nabbo, Gräddö och Rävsnäs",Norrtälje,Stockholm,59.7563,18.9954,724400.75,6631033.02
577,"Stöcke",Umeå,Västerbotten,63.7426,20.2191,757405.03,7078851.1
576,"Moholm",Töreboda,Västra Götaland,58.6069,14.0406,444255.84,6496677.56
576,"Löttorp",Borgholm,Kalmar,57.1803,17.0172,621934.5,6339261.27
576,"Drag",Kalmar,Kalmar,56.7822,16.4051,585848.59,6294026.11
575,"Nygård",Lilla Edet,Västra Götaland,58.0547,12.211,335425.8,6438204.85
575,"Mölle",Höganäs,Skåne,56.2844,12.4955,344969.61,6240549.4
574,"Stjärnhov",Gnesta,Södermanland,59.0801,17.0003,614641.1,6550686.72
573,"Värsås",Skövde,Västra Götaland,58.3477,14.0469,444209.9,6467813.81
572,"Björketorp",Mark,Västra Götaland,57.431,12.5286,351628.24,6368056.29
572,"Nolsjö och Mellansjö",Österåker,Stockholm,59.5161,18.6325,705494.75,6603135.21
571,"Lögdeå",Nordmaling,Västerbotten,63.5493,19.3895,718023.17,7054271.42
569,"Väderstad",Mjölby,Östergötland,58.3128,14.9286,495817.64,6463543.63
568,"Skottorp",Laholm,Halland,56.4502,12.9579,374135.81,6258056.9
568,"Baggetorp",Vingåker,Södermanland,59.0051,16.0872,562448.91,6541128.66
567,"Klingsta och Allsta",Sundsvall,Västernorrland,62.3268,17.1959,613764.14,6912514.22
565,"Vika",Falun,Dalarna,60.5131,15.7065,538794.77,6708760.09
563,"Svanberga",Norrtälje,Stockholm,59.8443,18.6666,705407.51,6639754.18
561,"Blidsberg",Ulricehamn,Västra Götaland,57.9279,13.4935,410780.23,6421673.08
561,"Örsundsbro norra",Enköping,Uppsala,59.7431,17.3273,630798.86,6625095.78
561,"Årsta Havsbad",Haninge,Stockholm,59.0879,18.1758,681947.29,6554171.68
558,"Malungsfors",Malung-Sälen,Dalarna,60.7311,13.5245,419524.88,6733745.5
557,"Medle",Skellefteå,Västerbotten,64.743,20.7461,773277.37,7192219.34
557,"Slaka",Linköping,Östergötland,58.3646,15.5625,532908.08,6469440.3
557,"Skölsta",Uppsala,Uppsala,59.877,17.7469,653755.07,6640897.55
557,"Väländan",Haninge,Stockholm,59.1142,17.9906,671208.75,6556604.95
556,"Norsholm",Norrköping,Östergötland,58.5056,15.9732,556713.03,6485409.55
556,"Härad",Strängnäs,Södermanland,59.3642,16.8947,607696.29,6582143.13
555,"Selja",Mora,Dalarna,61.0192,14.4679,471237.61,6765042.82
553,"Torhamn",Karlskrona,Blekinge,56.106,15.8622,553622.84,6218213.59
552,"Överhärde",Gävle,Gävleborg,60.6202,16.9695,607781.72,6722096.5
552,"Upphärad",Trollhättan,Västra Götaland,58.1574,12.3038,341353.02,6449404.5
550,"Gessie Villastad",Vellinge,Skåne,55.4989,12.9523,370652.12,6152211.28
546,"Västerhejde",Gotland,Gotland,57.586,18.228,692957.85,6387215.89
544,"Mellösa",Flen,Södermanland,59.1002,16.5643,589604.95,6552258
544,"Gåvsta",Uppsala,Uppsala,59.9443,17.8789,660816.71,6648708.63
543,"Ostvik",Skellefteå,Västerbotten,64.882,21.0694,787131.14,7209085.86
540,"Lerdala",Skövde,Västra Götaland,58.4784,13.7143,425024.03,6482688.1
540,"Liatorp",Älmhult,Kronoberg,56.6647,14.2722,455393.12,6280296.66
539,"Väse",Karlstad,Värmland,59.3823,13.8529,434831.95,6583178.54
539,"Brokind",Linköping,Östergötland,58.2166,15.6794,539913.63,6453030.4
535,"Vattjom",Sundsvall,Västernorrland,62.3654,17.024,604728.48,6916522.37
535,"Hammarby",Sandviken,Gävleborg,60.5438,16.5668,585946.06,6712998.83
533,"Mullhyttan",Lekeberg,Örebro,59.1603,14.6786,481619.1,6557947.98
533,"Tving",Karlskrona,Blekinge,56.3025,15.4703,529103.81,6239850.83
532,"Vartofta",Falköping,Västra Götaland,58.096,13.631,419299.66,6440219.43
532,"Revingeby",Lund,Skåne,55.7258,13.4646,403568.34,6176635.26
531,"Hackås",Berg,Jämtland,62.9285,14.5177,475508.19,6977715.06
531,"Vassmolösa",Kalmar,Kalmar,56.5941,16.1539,570858.21,6272796.59
530,"Vittjärv",Boden,Norrbotten,65.8474,21.5563,798908.09,7318526.71
530,"Friggesund",Hudiksvall,Gävleborg,61.8954,16.5486,581385.6,6863498.58
530,"Finja",Hässleholm,Skåne,56.1706,13.692,418784.63,6225833.03
528,"Solberga",Österåker,Stockholm,59.502,18.3463,689393.5,6600718.2
527,"Kyrkesund",Tjörn,Västra Götaland,58.0345,11.5506,296360.83,6437754.62
524,"Bengtsheden",Falun,Dalarna,60.7069,15.8754,547783.56,6730456.72
524,"Skruv",Lessebo,Kronoberg,56.6772,15.3674,522513.6,6281517.05
523,"Finnerödja",Laxå,Örebro,58.9269,14.4369,467581.32,6532049.78
521,"Boda",Rättvik,Dalarna,61.0028,15.2234,512083.82,6763117.44
521,"Ölmbrotorp",Örebro,Örebro,59.3936,15.2443,513876.07,6583911.93
518,"Yttersjö",Umeå,Västerbotten,63.7839,19.9839,745467.31,7082518.24
518,"Västerfärnebo",Sala,Västmanland,59.9456,16.2776,571377.83,6646042.44
518,"Bie",Katrineholm,Södermanland,59.0882,16.2093,569298.92,6550503.63
517,"Skärstad",Jönköping,Jönköping,57.8896,14.3653,462366.73,6416591.01
514,"Balsby",Kristianstad,Skåne,56.0764,14.214,451074.61,6214866
513,"Västanvik",Leksand,Dalarna,60.73,14.9411,496785.34,6732717.38
513,"Bestorp",Linköping,Östergötland,58.234,15.7303,542887.02,6454997.06
513,"Kårsta",Vallentuna,Stockholm,59.6559,18.2682,684130.79,6617628.53
512,"Gualöv",Bromölla,Skåne,56.0474,14.4214,463956.77,6211509.24
510,"Marbäck",Ulricehamn,Västra Götaland,57.7398,13.4228,406105.82,6400839.83
510,"Arentorp",Vara,Västra Götaland,58.2368,12.8705,374970.13,6457045.13
510,"Åsby",Varberg,Halland,57.2317,12.2887,336344.25,6346431.97
509,"Näsåker",Sollefteå,Västernorrland,63.4443,16.8989,594709.33,7036502.86
509,"Hartungviken och Spikarna",Sundsvall,Västernorrland,62.3824,17.518,630205.94,6919312.97
509,"Mohed",Söderhamn,Gävleborg,61.3009,16.8122,597077.6,6797655.34
509,"Onslunda",Tomelilla,Skåne,55.5981,14.0519,440256.19,6161763.5
509,"Gullringen",Vimmerby,Kalmar,57.7995,15.7134,542404.89,6406612.09
508,"Stöcksjö",Umeå,Västerbotten,63.7684,20.2042,756439.11,7081663.69
508,"Fårbo",Oskarshamn,Kalmar,57.382,16.4869,589396.78,6360890.67
508,"Västra Husby",Söderköping,Östergötland,58.4848,16.1746,568485.91,6483283.83
505,"Korpilombolo",Pajala,Norrbotten,66.8515,23.0538,852501.19,7437650.04
504,"Sangis",Kalix,Norrbotten,65.8585,23.4908,886553.78,7330341.8
502,"Drottningskär",Karlskrona,Blekinge,56.1129,15.5583,534719.33,6218780.14
499,"Kallax",Luleå,Norrbotten,65.5192,22.0576,825795.62,7284611.85
499,"Hällingsjö",Härryda,Västra Götaland,57.6238,12.4452,347428.98,6389702.3
499,"Eksund",Norrköping,Östergötland,58.5905,16.0844,563035.6,6494967.53
499,"Askeby",Linköping,Östergötland,58.4077,15.8507,549708.95,6474411.16
499,"Hästhagen",Nacka,Stockholm,59.2976,18.1541,679601.16,6577438.28
498,"Backe",Strömsund,Jämtland,63.8154,16.4146,569644.06,7077210.64
498,"Överlida",Svenljunga,Västra Götaland,57.3491,12.8993,373595.59,6358195.61
498,"Barsebäckshamn",Kävlinge,Skåne,55.7591,12.9086,368762.53,6181247.45
497,"Tofta",Varberg,Halland,57.1704,12.2762,335319.84,6339639.19
495,"Sörfors",Umeå,Västerbotten,63.8673,20.0406,747517.22,7092012.52
495,"Bankekind",Linköping,Östergötland,58.376,15.8262,548319.53,6470872.54
494,"Tjällmo",Motala,Östergötland,58.7174,15.3479,520151.17,6508638.27
493,"Västra Hallstahammar",Hallstahammar,Västmanland,59.6187,16.2032,567878.55,6609567.42
493,"Kvillsfors",Vetlanda,Jönköping,57.4052,15.5049,530335.83,6362605.44
493,"Kullersta, Kolsta och Hensta",Eskilstuna,Södermanland,59.4398,16.525,586487.98,6590011.82
493,"Spillersboda",Norrtälje,Stockholm,59.704,18.8561,716921.18,6624750.61
492,"Ersnäs",Luleå,Norrbotten,65.5273,21.7992,813808.72,7284198.64
489,"Lyrestad",Mariestad,Västra Götaland,58.8027,14.057,445516.28,6518466.73
487,"Bygdeå",Robertsfors,Västerbotten,64.059,20.8569,785563.13,7116733.55
487,"Äppelbo",Vansbro,Dalarna,60.4797,14.0021,445146.52,6705248.67
486,"Tallvik",Överkalix,Norrbotten,66.3428,22.8218,849495.37,7380011.23
485,"Aspås",Krokom,Jämtland,63.3651,14.4786,473921.92,7026374.89
485,"Stigen",Färgelanda,Västra Götaland,58.5683,12.0585,328928.09,6495727.56
484,"Vibyäng",Håbo,Uppsala,59.5507,17.4836,640383.67,6604002.08
483,"Garpenberg",Hedemora,Dalarna,60.314,16.1881,565636.52,6686970.5
483,"Ekedalen",Tidaholm,Västra Götaland,58.2001,13.8418,431922.32,6451573.75
483,"Laxvik",Halmstad,Halland,56.5998,12.9219,372416.32,6274769.17
481,"Föllinge",Krokom,Jämtland,63.673,14.6157,480983.85,7060633.99
479,"Kristevik och Sundsandvik",Uddevalla,Västra Götaland,58.32,11.6839,305786.05,6469126.55
478,"Hissjön",Umeå,Västerbotten,63.939,20.1481,752142.48,7100406.9
478,"Loftahammar",Västervik,Kalmar,57.8989,16.6834,599779.39,6418696.02
478,"Snöveltorp",Söderköping,Östergötland,58.5031,16.1573,567441.76,6485309.04
478,"Sjösa",Nyköping,Södermanland,58.778,17.089,620777.56,6517210.54
477,"Tråvad",Vara,Västra Götaland,58.2494,13.0868,387708.2,6458071.75
476,"Sjöskogen och Strand",Uddevalla,Västra Götaland,58.2797,11.8454,315029.73,6464184.05
476,"Täljö",Österåker,Stockholm,59.4704,18.2475,683975.95,6596930.84
475,"Ås",Nora,Örebro,59.5298,14.9727,498453.75,6599044.65
475,"Österslöv",Kristianstad,Skåne,56.0968,14.2456,453064.85,6217114.21
474,"Munktorp",Köping,Västmanland,59.5335,16.1374,564329.44,6600009.45
474,"Örtagården",Västerås,Västmanland,59.5628,16.4665,582868.2,6603641.73
474,"Jursta",Upplands-Bro,Stockholm,59.5146,17.6121,647801.98,6600264.24
473,"Hestra",Ydre,Östergötland,57.9546,15.0729,504312.45,6423659.54
473,"Spånlöt",Österåker,Stockholm,59.4951,18.3148,687650.51,6599858.74
472,"Harads",Boden,Norrbotten,66.0826,20.9641,769486.99,7341953.84
472,"Tavelsjö",Umeå,Västerbotten,64.0386,20.0606,746986.21,7111127.74
472,"Svanskog",Säffle,Värmland,59.1763,12.5524,360119.91,6562249.95
472,"Horn",Kinda,Östergötland,57.9,15.8417,549887.89,6417881.96
471,"Vidsel",Älvsbyn,Norrbotten,65.8378,20.519,751817.27,7312908.05
471,"Lund",Gävle,Gävleborg,60.6658,17.001,609352.04,6727229.84
471,"Östra Stenåsen",Kil,Värmland,59.4966,13.3433,406196.99,6596524.11
471,"Linderöd",Kristianstad,Skåne,55.9302,13.8205,426308.06,6198937.06
471,"Spjälkö och Saxemara",Ronneby,Blekinge,56.1652,15.222,513784.36,6224489.77
471,"Sundby",Ekerö,Stockholm,59.2912,17.7165,654721.83,6575627.1
470,"Kusmark",Skellefteå,Västerbotten,64.8749,20.8093,774924.01,7207148.98
470,"Marieby",Östersund,Jämtland,63.1063,14.7357,486660.43,6997459.78
468,"Tärnaby",Storuman,Västerbotten,65.7137,15.2827,512974.07,7288024.09
468,"Svartå",Degerfors,Örebro,59.129,14.5167,472338.98,6554511.73
468,"Bosnäs",Borås,Västra Götaland,57.6753,12.8565,372168.94,6394586.32
468,"Lärbro",Gotland,Gotland,57.7848,18.7867,725101.78,6411045.11
467,"Ingatorp",Eksjö,Jönköping,57.6381,15.4132,524671.24,6388497.91
466,"Strandskogen, Restenäs och Ulvesund",Uddevalla,Västra Götaland,58.2339,11.8808,316873.11,6458993.56
465,"Östra Ryd",Söderköping,Östergötland,58.4023,16.1647,568070.1,6474088.08
464,"Kovland",Sundsvall,Västernorrland,62.4677,17.1483,610779.31,6928126.22
464,"Bökenäs, Korsanäs och Kuggeboda",Ronneby,Blekinge,56.1463,15.3423,521270.04,6222412.53
463,"Ilsbo",Nordanstig,Gävleborg,61.8561,17.0509,607914.43,6859858.37
463,"Heberg",Falkenberg,Halland,56.8853,12.6309,355654.99,6307117.49
462,"Stensele",Storuman,Västerbotten,65.069,17.1504,601129.81,7217860.77
462,"Österfärnebo",Sandviken,Gävleborg,60.3131,16.8014,599517.83,6687636.66
461,"Ytterhogdal",Härjedalen,Jämtland,62.173,14.9293,496319.28,6893453.61
461,"Västra Bispgården",Ragunda,Jämtland,63.0244,16.6329,582633.87,6989360.28
461,"Harkskär och Utvalnäs",Gävle,Gävleborg,60.7594,17.3348,627215.01,6738250.99
461,"Danholn",Falun,Dalarna,60.6206,15.7986,543708.69,6720798.64
460,"Ställdalen",Ljusnarsberg,Örebro,59.9378,14.941,496703.75,6644487.55
460,"Tågarp",Svalöv,Skåne,55.9244,12.9541,372164.17,6199551.23
459,"Åmmeberg",Askersund,Örebro,58.8654,14.9989,499934.4,6525064.17
459,"Billinge",Eslöv,Skåne,55.9678,13.3252,395465.2,6203767.37
458,"Konga",Tingsryd,Kronoberg,56.4957,15.1206,507425.87,6261259.82
457,"Torbjörntorp",Falköping,Västra Götaland,58.2101,13.5946,417420.49,6452964.29
457,"Älghult",Uppvidinge,Kronoberg,57.0113,15.575,534919.34,6318789.78
456,"Fagerhult",Uddevalla,Västra Götaland,58.4214,12.0246,326231.7,6479468.7
456,"Vickleby",Mörbylånga,Kalmar,56.5922,16.4659,590015.77,6272949.94
455,"Fagerås",Kil,Värmland,59.5195,13.2253,399589.91,6599237.36
455,"Bovallstrand",Sotenäs,Västra Götaland,58.4747,11.3245,285690.94,6487420.08
454,"Nordanö",Avesta,Dalarna,60.1482,16.2361,568637.97,6668554.75
453,"Ränneslöv",Laholm,Halland,56.4503,13.0737,381271.74,6257867.57
450,"Nordkroken",Vänersborg,Västra Götaland,58.3827,12.4087,348492.55,6474240.12
450,"Sundsstrand",Uddevalla,Västra Götaland,58.3204,11.8771,317102,6468620.54
449,"Annelöv",Landskrona,Skåne,55.8335,13.0217,376096.67,6189321.1
449,"Linneryd",Tingsryd,Kronoberg,56.6598,15.1291,507914.02,6279521.33
448,"Unbyn",Boden,Norrbotten,65.713,21.7535,809483.96,7304566.54
448,"Falla",Finspång,Östergötland,58.6841,15.7495,543452.33,6505124.06
447,"Stenared",Göteborg,Västra Götaland,57.7973,12.2063,333964.05,6409571.69
446,"Furudal",Rättvik,Dalarna,61.1702,15.1233,506633.11,6781748.51
446,"Rörtången och Ödsmåls mosse",Kungälv,Västra Götaland,57.9154,11.7562,307851.53,6423903.75
444,"Tandsbyn",Östersund,Jämtland,63.0044,14.7196,485798.88,6986114.84
444,"Dannike",Borås,Västra Götaland,57.687,13.2267,394278.09,6395249.94
441,"Älvsered",Falkenberg,Halland,57.2413,12.8672,371290.34,6346259.65
441,"Enstaberga",Nyköping,Södermanland,58.7513,16.8546,607310.35,6513849.78
441,"Danmark",Uppsala,Uppsala,59.8339,17.7442,653805.26,6636099.72
441,"Ängsvik",Värmdö,Stockholm,59.3579,18.5142,699742.38,6585175.36
440,"Västra Balltorp",Mölndal,Västra Götaland,57.626,12.0044,321123.5,6391019.28
438,"Seskarö",Haparanda,Norrbotten,65.7372,23.7422,899824.55,7318501.27
438,"Råda",Hagfors,Värmland,60.0022,13.5937,421569.55,6652492.57
438,"Södersvik",Norrtälje,Stockholm,59.7479,18.9299,720779.54,6629875.2
436,"Myckle",Skellefteå,Västerbotten,64.7545,20.8114,776256.59,7193784.21
436,"Skedala",Halmstad,Halland,56.6957,12.9725,375840.33,6285355.24
436,"Fornåsa",Motala,Östergötland,58.4772,15.232,513530.36,6481864.11
436,"Björkvik",Katrineholm,Södermanland,58.8363,16.5186,587653.81,6522819.1
435,"Dunö",Kalmar,Kalmar,56.6364,16.2696,577872.44,6277634.62
434,"Gudhem",Falköping,Västra Götaland,58.2271,13.5674,415862.54,6454886.29
434,"Rydal",Mark,Västra Götaland,57.5552,12.6921,361911.61,6381540.69
434,"Eket",Örkelljunga,Skåne,56.249,13.1943,388112.32,6235261.74
434,"Ölmstad",Jönköping,Jönköping,57.9247,14.4067,464856.99,6420480.56
433,"Gansta och Söderby",Haninge,Stockholm,59.0625,18.0647,675716.55,6551047.06
432,"Aplared",Borås,Västra Götaland,57.6495,13.0714,384898.53,6391324.44
431,"Torpshammar",Ånge,Västernorrland,62.4744,16.328,568467.21,6927730.93
431,"Stora Bugärde",Härryda,Västra Götaland,57.6514,12.3923,344387.92,6392897.12
430,"Östadkulle",Vårgårda,Västra Götaland,58.0222,12.6414,360691.4,6433611.79
430,"Hult",Eksjö,Jönköping,57.6436,15.1338,507985.66,6389037.33
430,"Sonstorp",Finspång,Östergötland,58.721,15.6354,536802.49,6509161.29
429,"Utby",Uddevalla,Västra Götaland,58.3324,11.7841,311719.8,6470218.59
428,"Sysslebäck",Torsby,Värmland,60.7235,12.8772,384205.53,6733866.15
427,"Segmon",Grums,Värmland,59.2738,13.0401,388306.91,6572178.73
427,"Tranholmen",Danderyd,Stockholm,59.376,18.0888,675477.54,6585996.36
426,"Håksberg",Ludvika,Dalarna,60.1807,15.2042,511330.12,6671553.34
426,"Järnforsen",Hultsfred,Kalmar,57.409,15.623,537428.79,6363090.73
424,"Låssby",Göteborg,Västra Götaland,57.7394,11.8412,311974.33,6404087.32
424,"Glemmingebro",Ystad,Skåne,55.4523,14.0197,437998.8,6145562.21
423,"Trödje",Gävle,Gävleborg,60.819,17.2084,620106.54,6744645.58
423,"Borgstena",Borås,Västra Götaland,57.8843,13.015,382301.92,6417552.01
423,"Rånäs",Norrtälje,Stockholm,59.8044,18.3041,685331.4,6634247.36
421,"Rångedala",Borås,Västra Götaland,57.7938,13.1298,388827.85,6407289.61
421,"Asperö",Göteborg,Västra Götaland,57.6482,11.7967,308845.8,6394060.21
421,"Vallkärra",Lund,Skåne,55.7396,13.1732,385310.02,6178614.58
421,"Sjunnen",Vetlanda,Jönköping,57.4376,15.1735,510416.23,6366116.35
419,"Örviken",Skellefteå,Västerbotten,64.6781,21.1951,795285.09,7187028.3
418,"Västra Tommarp",Trelleborg,Skåne,55.3983,13.1026,379839.59,6140752.69
418,"Åby",Växjö,Kronoberg,57.0233,14.7762,486411.02,6320001.94
417,"Långasand och Ugglarp",Falkenberg,Halland,56.8269,12.6126,354313.51,6300655.48
416,"Brissund och Själsö",Gotland,Gotland,57.7062,18.3754,701098.93,6401013.17
416,"Alsterbro",Nybro,Kalmar,56.9418,15.9106,555399.84,6311275.28
416,"Alberga",Eskilstuna,Södermanland,59.2806,16.1144,563503.47,6571830.93
416,"Stensättra tomtområde",Nykvarn,Stockholm,59.2327,17.4096,637481.34,6568450.66
415,"Ramvik",Härnösand,Västernorrland,62.8082,17.867,646136.16,6967474.63
415,"Tortuna",Västerås,Västmanland,59.6756,16.7235,597066.53,6616548.98
415,"Johansfors",Emmaboda,Kalmar,56.6978,15.5277,532315.15,6283867.28
415,"Venngarn",Sigtuna,Stockholm,59.6481,17.7213,653371.3,6615363.41
414,"Sifferbo",Gagnef,Dalarna,60.5608,15.2194,512032.51,6713887.46
